TARGET_ID	SMILE	CLASS
3	COc1ccc(CNc2nc(N3CCC4(CC4)C3)ncc2C(=O)NCc2ncccn2)cc1Cl	1
3	CCN1C(=O)c2c(nc(C(N)=O)n2Cc2ccc(OC)cc2)N2C1=N[C@@H]1CCC[C@@H]12	1
3	COc1cc2cc(CO)c(CO)c(-c3cc(OC)c(OC)c(OC)c3)c2cc1OC	0
3	CCCOc1ccc(C(=O)N2CCN(CC)CC2)cc1-c1nc(O)c2cc3c(cc2n1)ncn3Cc1ccc(F)cc1	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(OC)c4ccc(C(=O)NO)cc4)ccc3OCC)nc12	1
3	CCCOc1ccc(S(=O)(=O)N2CC[C@@H](N(C)C)C2)cc1-c1nc(O)c2c(NCc3ccc(OC)c(Cl)c3)[nH]c3nncc-3c2n1	1
3	CCCOc1ccc(S(=O)(=O)N2CC[C@@H](N(C)C)C2)cc1-c1nc(O)c2c(NCc3ccc(F)cc3)nc3nn(Cc4ccc(OC)cc4)cc3c2n1	1
3	OCCCOc1ccccc1-c1nc2ccc[nH]c-2n1	0
3	COc1cc2cc3c(c(-c4cc(OC)c(OC)c(OC)c4)c2cc1OC)C(=O)OC3	1
3	COc1cc2c(cc1OC)CN(c1nc(NCCc3cccc(OC)c3OC)nc3ccc([N+](=O)[O-])cc13)CC2	1
3	COc1ccc(-c2c(CO)c(CO)cc3cc(OC)c(OC)cc23)cc1OC	0
3	CCCOc1ccccc1-c1nc2ccc[nH]c-2n1	0
3	CCCCCOc1ccccc1-c1nc2ccc[nH]c-2n1	1
3	CC(C)COc1ccccc1-c1nc2ccc[nH]c-2n1	0
3	CCCOc1ccccc1-c1nc2nc[nH]c2c(=O)[nH]1	1
3	CCCCCCOc1ccccc1-c1nc2ccc[nH]c-2n1	0
3	CCCOc1ccc(NC(C)=O)cc1-c1nc2c(c(C)nn2CC)c(=O)[nH]1	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(NC4CCN(c5ccc(C(=O)NO)cc5)CC4)ccc3OCC)nc12	1
3	CC(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2cccc([N+](=O)[O-])c2)C1	0
3	Cc1ccc2nc(CCc3nc(-c4ccccc4)cn3C)n3nc(C)cc3c2c1	0
3	Cc1nc2c3ccccc3nc(SCc3nc4ccccc4[nH]3)n2n1	0
3	O=c1c2c(O)cccc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12	1
3	CCCSc1ccccc1-c1nc2ccc[nH]c-2n1	0
3	C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1	0
3	CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCS(=N)(=O)CC4)ccc3OCC)nn12	1
3	COc1ccc(CNc2nc(N3CC4CC4C3)ncc2C(=O)NCc2ncccn2)cc1Cl	1
3	COCCN1CC=C(c2c(CO)c(CO)cc3cc(OC)c(OC)cc23)CC1=O	0
3	CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2cccc(Cl)c2)C1	0
3	CCCOc1ccc(S(=O)(=O)N2CC[C@@H](N(C)C)C2)cc1-c1nc(O)c2c[nH]c3nncc-3c2n1	1
3	Cc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(C)CC(=O)N23)o1	1
3	COc1ccc(C2CC(c3cccc(OC)c3)=NN2c2ccc(C(=O)O)cc2)cc1	0
3	CCCOc1ccc(NS(C)(=O)=O)cc1-c1nc(CC)c(CC)c(=O)[nH]1	1
3	CCCCN1CC=C(c2c(CO)c(CO)cc3cc(OCC)c(OCC)cc23)CC1=O	0
3	CCCCN1CC=C(c2c(CO)c(CO)cc3c(OC)cc(OCC)cc23)CC1=O	0
3	Clc1ccc2nc(-n3ccnc3)nc(NCc3ccccc3)c2c1	1
3	CCc1ccc(C2c3[nH]c4ccccc4c3C(=O)CN2c2ncc(-c3ccc(OC)c(OC)c3)cn2)s1	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(NCC4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)NC4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12	1
3	COc1cc([S+](C)[O-])ccc1-c1nc2cccnc2[nH]1	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(OCc4ccc(C(=O)NO)cc4)ccc3OCC)nc12	1
3	CCOc1ccc(OC2CCC(C(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1	1
3	Cc1ccsc1[C@@H]1c2[nH]c3ccccc3c2C[C@@H]2C(=O)N(C)CC(=O)N12	1
3	CC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(-c3ccccc3OC(C)C)nc21	1
3	COc1nc2c([nH]1)c(=O)n(C)c(=O)n2CC(C)C	0
3	CCOc1ccc(CC2CC2C(=O)NO)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1	1
3	O=c1c(NCC2CCOCC2)nc2ccc(-c3ccc(F)cc3)nc2n1Cc1cccnc1	1
3	CCCOc1ccccc1-c1cn2cccnc2n1	0
3	CCCCCOc1ccccc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CC(C)COc1ccccc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	O=c1cc(CCc2ccccc2)oc2c1[C@H](O)[C@@H](O)[C@@H](O)[C@@H]2Oc1cc2oc(CCc3ccccc3)cc(=O)c2cc1O	0
3	O=c1c(NCc2cccnc2)nc2ccc(-c3ccc(F)cc3)nc2n1CC1CCCCC1	1
3	CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21	0
3	COc1ccc(CNc2nc(N3CC4CC4C3)ncc2C(=O)NCCN2CCOCC2)cc1Cl	1
3	CCCOCCn1c(=O)c(NCCN2CCOCC2)nc2ccc(-c3ccc(F)cc3)nc21	1
3	COc1ccc(-c2ccc3nc(NCC(=O)N(C)C)c(=O)n(CC4CCCCC4)c3n2)cn1	1
3	CCOc1cc2cc(CO)c(CO)c(C3=CCN(CCOC)C(=O)C3)c2cc1OCC	0
3	CC(C)(C)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(c2ccc(F)cc2)C1	0
3	CCOc1ccc(C[C@H]2CC[C@H](C(=O)NO)CC2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1	1
3	COc1ccc2c(-c3cc(OC)c(OC)c(OC)c3)c(CO)c(CO)cc2c1	0
3	CCN1Cc2nc3ccc(C(F)(F)F)cc3c(NCc3ccc(OC)c(Cl)c3)c2C1=O	1
3	COc1cc2cc(CO)c(CO)c(-c3cc(NC(C)=O)c(OC)c(OC)c3)c2cc1OC	0
3	CCCCOc1ccccc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCC(NC(=O)N1CC(=O)Nc2cccnc21)c1ccc(OC(F)(F)F)cc1	0
3	COc1ccc(CNc2nc(N3CC4CC4C3CO)ncc2C(=O)NCc2ccccc2)cc1Cl	1
3	O=C1C2Cc3c([nH]c4ccccc34)[C@@H](c3ccc4c(c3)OCO4)N2C(=O)CN1CCC1CCN(Cc2ccccc2)CC1	1
3	COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1	0
3	CCCCCn1c(-c2ccco2)nc2c(N(C)CCCO)nccc21	0
3	CCOc1ccc(Cc2ccc(/C=C/C(=O)NO)cc2)cc1-c1nc2c(CC)nn(C)c2c(=O)[nH]1	1
3	COc1ccc(CNc2nc(N3CCC4(CCC4)C3)ncc2C(=O)NCc2ccccc2)cc1Cl	1
3	CCCCCCn1c(=O)n(C)c(=O)c2[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc21	1
3	COc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)c(F)c1F	1
3	CCCOc1ccc(S(=O)(=O)N2CC[C@@H](N(C)C)C2)cc1-c1nc2cc3ncn(Cc4ccc(F)cc4)c3cc2c(=O)[nH]1	1
3	COc1ccc(CNc2nc(N3CC4CC4C3CO)ncc2C(=O)N[C@H]2CC[C@H](O)CC2)cc1Cl	1
3	CCCOc1ccc(S(=O)(=O)N2CC[C@H](N(C)C)C2)cc1-c1nc(O)c2cc3c(cc2n1)ncn3Cc1ccccc1	1
3	CCCOc1ccc(S(=O)(=O)N2CC[C@@H](N(C)C)C2)cc1-c1nc(O)c2cc3c(cc2n1)ncn3Cc1ccc(Cl)cc1	1
3	CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC3CCCCC3)c2[nH]1	1
3	CN1CC(=O)N2[C@H](c3sccc3Br)c3[nH]c4ccccc4c3C[C@@H]2C1=O	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(Cc4ccc(C(=O)NO)cc4OC)ccc3OCC)nc12	1
3	CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC3CC3)c2[nH]1	1
3	CCCn1c(=O)[nH]c(=O)c2[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc21	0
3	OCCOc1ccccc1-c1nc2ccc[nH]c-2n1	0
3	CCc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@@H]3C(=O)N(CC)C(=O)N23)s1	1
3	CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCc1ccc([C@H]2c3[nH]c4ccccc4c(=O)c3CN2c2ncc(-c3ccccn3)cn2)o1	1
3	CCCc1nc(C)c2c(NS(C)(=O)=O)nc3ccc(OC)nc3n12	1
3	CCCNc1ccccc1-c1nc2ccc[nH]c-2n1	0
3	CCCCn1c2c(c3c(O)cc(O)cc31)CCn1c-2nc2ccccc2c1=O	1
3	CCCOc1ccc(NC(=O)C(N)=O)cc1-c1nc(CC)c(CC)c(=O)[nH]1	1
3	COc1ccc(C2CC(c3ccccc3C)=NN2c2ccc(C(=O)O)cc2)cc1	1
3	CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12	0
3	CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)[nH]c(=O)n(CC(C)C)c2[nH]1	1
3	CC1CC(=O)NN=C1c1c(C(C)C)nn2ccccc12	0
3	CCOC(=O)c1sc(Nc2nc(N3CCC(O)CC3)cc(N3CCC(O)CC3)n2)nc1C	1
3	COc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(N4CCCC5(CCC(C(=O)NO)CC5)C4)ccc3OCC)nc12	1
3	CCOc1ccccc1-c1nc2ccc[nH]c-2n1	0
3	Cc1nc2c3cc(Br)ccc3nc(SCC#N)n2n1	0
3	CCN1Cc2nc3ccc(C#N)cc3c(NCc3ccc(OC)c(Cl)c3)c2C1=O	1
3	CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)CC)c2[nH]1	1
3	CCCOc1ccc(S(=O)(=O)N2CCN(C(=O)N(C)C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CC(C)CCn1c2c(c3ccccc31)CCn1c-2nc2ccccc2c1=O	1
3	CCOC(=O)c1sc(Nc2nc(NCc3ccc(OC)c(OC)c3)c3c(ncn3CC)n2)nc1OC	1
3	CC(C)c1nn2ccccc2c1C1=NNC(=O)C[C@H]1C	0
3	CC(C)c1nn2ccccc2c1C1=NNC(=O)CC1	0
3	CC(C)c1nn2ccccc2c1-c1ccc(=O)[nH]n1	0
3	O=C1CC2CCc3nn4ccccc4c3C2=NN1	0
3	O=c1cc2c(n[nH]1)-c1c(nn3ccccc13)CC2	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(-c4ccc(C(=O)NO)cc4)ccc3OCC)nc12	1
3	CC(C)c1nn2cccc3c2c1C1=NNC(=O)CC1C3	0
3	COc1cccc2c(C3=NNC(=O)CC3)c(C(C)C)nn12	0
3	CCCCOc1ccccc1-c1nc2ccc[nH]c-2n1	1
3	CC(C)c1nn2ccccc2c1-c1ccc(Cl)nn1	0
3	COc1ccc(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(C(C)C)nn12	0
3	COc1ccc(C2=NN(Cc3ccccc3)C(=O)CC2)c2cc(C(C)C)nn12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCC(C(=O)O)CC4)ccc3OCC)nc12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCC(CC(=O)O)CC4)ccc3OCC)nc12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCC(CCC(=O)O)CC4)ccc3OCC)nc12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCC(CCCC(=O)O)CC4)ccc3OCC)nc12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCC(=O)O)CC4)ccc3OCC)nc12	0
3	CCCOc1ccc(S(=O)(=O)N2CCC(C(=O)O)CC2)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	CCCOc1ccc(S(=O)(=O)N2CCC(CCO)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCCc1nc(C)c2c(C)nc3ccc(OC)nc3n12	1
3	CCCc1nc(C)c2c(=O)[nH]c(-c3cc(CC4CC(C(=O)NO)C4)ccc3OCC)nn12	1
3	CCCOc1ccc(S(=O)(=O)N2CCC(CC(=O)O)CC2)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	CCCOc1ccc(S(=O)(=O)N2CCC(CCC(=O)O)CC2)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	CCCOc1ccc(S(=O)(=O)N2CCC(CCCC(=O)O)CC2)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	COc1ccc(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)O)cc2)c(F)c1F	1
3	CCCOc1ccc(S(=O)(=O)N2CCN(CCOC)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)cc4c3OCC4)nc12	0
3	CCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)cc4c3OCO4)nc12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)cc4c3OCCO4)nc12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)cc4c3OCC4)nc12	0
3	Cn1cnc2c(NCc3ccccc3)nc(Nc3ccc(S(N)(=O)=O)cc3)nc21	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)cc4c3OCCC4)nc12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)cc4c3OCO4)nc12	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CCO)CC4)cc4c3OCCO4)nc12	0
3	CCCOc1ccc(NC(C)=O)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	CCCOc1ccc(NC(=O)CC)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	CCCOc1ccc(NC(=O)CCC)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	CCCOc1ccc(NC(=O)C(C)C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	CCCOc1ccc(NC(=O)C2CCCCC2)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1	0
3	COc1ccc(C2CC(c3ccc(F)cc3)=NN2c2ccc(C(=O)O)cc2)cc1	0
3	CCOc1ccc(S(=O)(=O)N2CCN(CCN(C)C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCCOc1ccc(S(=O)(=O)N2CCN(CCN(C)C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCNC(=O)c1ccc(N2N=C(c3ccccc3)CC2c2ccc(OC)cc2)cc1	1
3	COc1ccc(Cn2c(=O)c(NCCN3CCOCC3)nc3ccc(-c4ccc(F)c(F)c4)nc32)cc1	1
3	O=c1c(NCC2CCOCC2)nc2ccc(-c3ccc(F)cc3)nc2n1Cc1cc(F)cc(F)c1	1
3	O=c1c(NCC2CCOCC2)nc2ccc(-c3ccc(F)cc3)nc2n1CC1CCCCC1	1
3	COc1cc(F)c(C2CC(C(C)(C)C)=NN2c2ccc(C(=O)N3CCN(C)CC3)cc2)cc1F	1
3	CCCOCCn1c(=O)c(NCC2CCOCC2)nc2ccc(-c3ccc(F)cc3)nc21	1
3	CCOc1ccc(S(=O)(=O)N2CCN(CCO)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	C[C@@H](Nc1nc2c(cnn2C2CCCC2)c(=O)[nH]1)C(=O)N1CC[C@H](F)C1	0
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12	1
3	O=c1c(NCC2CCOCC2)nc2ccc(-c3ccncc3)nc2n1CC1CCCCC1	1
3	CCCOCCn1c(=O)c(NCCN2CCOCC2)nc2ccc(-c3cnc(OC)nc3)nc21	1
3	COc1ccc(CNc2nc(N3CC4CC4C3)ncc2C(=O)NC2CCCCCC2)cc1Cl	1
3	COc1ccc(Cn2c(=O)ccc3ccc(-c4ccncc4)cc32)cc1	1
3	CCN1C(=O)C2C(N=C(N=[N+]=[N-])N2Cc2ccc(O)cc2)N2C1=N[C@@H]1CCC[C@@H]12	1
3	CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCN1C(=O)[C@@H]2Cc3c([nH]c4ccccc34)[C@@H](c3ccc(Br)s3)N2C1=O	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(N(C)C4CCN(c5ncc(C(=O)NO)cn5)CC4)ccc3OCC)nc12	1
3	CN(C(=O)CCCOc1ccc2[nH]c(=O)ccc2c1)C1CCCCC1	0
3	COc1ccc(CNc2nc(N3CC4CC4C3CO)ncc2C(=O)NCc2ncccn2)cc1Cl	1
3	CC(=O)N1CCc2nc3ccc(C#N)cc3c(NCc3ccc(F)c(Cl)c3)c2C1	1
3	O=c1c2ccccc2nc2n1CCc1c-2[nH]c2cc(O)ccc12	0
3	CCCOc1ccc(S(=O)(=O)N(CC)CCN(C)C)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	Sc1nnc(-c2ccccc2)c2nc(Br)c(Br)n12	0
3	CCCOc1ccc(S(N)(=O)=O)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCCOc1ccc(S(=O)(=O)N(C)CCN(C)C)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)/C=C/c2ccc(C(=O)O)cc2)s1	1
3	Nc1cccc(-c2nnc(O)n3c(Br)c(Br)nc23)c1	0
3	CCN1C(=O)C2C(N=C(OC)N2Cc2ccc(OC)c(Cl)c2)N2C[C@@H](Cc3ccccc3)N=C12	1
3	CCN1C(=O)C2C(N=CN2Cc2ccc(O)c(Br)c2)N2C1=N[C@@H]1CCC[C@@H]12	1
3	COc1cccc2c1C(=O)N1CCc3c([nH]c4ccccc34)[C@@H]1N2C	0
3	COc1cc2cc(CO)c(CO)c(-c3ccc(-n4nc(-c5cccnc5)c5ccccc5c4=O)nc3)c2cc1OC.Cl	0
3	CC(C)COc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCOc1ccccc1-c1nc(O)c2ncn(C3CCC3)c2n1	1
3	CSc1ccccc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	0
3	CCOc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OC.Cl	1
3	CCc1ccc(C2c3[nH]c4ccccc4c(=O)c3CN2c2ncc(-c3cccnc3F)cn2)s1	1
3	CC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OC(C)C)nc21	1
3	CC(C)=CCc1c(O)c2c(c3c1OC(C)(C)C=C3)CC=C(c1ccc3c(c1)OCCO3)C2=O	0
3	COCCOc1ccccc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	0
3	CC(C)=CCc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12	1
3	CCOc1ccccc1-c1nc(O)c2c(C)nc(C3CCCC3)n2n1	1
3	CCOc1ccccc1-c1nc(O)c2ncn(C3CCCC3)c2n1	1
3	CCCOc1ccccc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCc1ccc([C@@H]2c3[nH]c4ccccc4c(=O)c3CN2c2ncc(-c3ccccn3)cn2)s1	1
3	CCCc1nc(C)n2c(O)nc(-c3ccccc3OCC)nc12	1
3	CCOc1ccccc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	1
3	CCCOc1ccc(NC(=O)CN2CCCCC2)cc1-c1nc(CC)c(CC)c(=O)[nH]1	1
3	CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc(O)c2c(C)nc(C3CCCC3)n2n1	1
3	CCOc1ccccc1-c1nc(O)c2nnn(C3CCCC3)c2n1	1
3	CCc1ccc([C@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(CC)C(=O)N23)o1	1
3	CCOc1ccccc1-c1nc(O)c2nnc(C3CCCC3)n2n1	1
3	Cc1nc2c([C@H](C)c3ccc(C(C)(C)C)cc3)nn(CCF)c2c(=O)[nH]1	0
3	COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OC.Cl	0
3	CCCn1nnc2c(O)nc(-c3ccccc3OCC)nc21	1
3	CCc1ccc(C2c3[nH]c4ccccc4c3CCN2c2ccc(-c3ccccn3)cn2)s1	1
3	CCCn1cnc2c(O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc21	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(N4CCC(CCC(=O)NO)CC4)ccc3OCC)nc12	1
3	CCOc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5cccnc5)c5ccccc5c4=O)c3)c2cc1OCC.Cl	1
3	COc1ccccc1-c1nc2c(=O)n(C)c(=O)n(CC(C)C)c2[nH]1	0
3	O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12	0
3	CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc21	1
3	COc1cc2cc(CO)c(CO)c(-c3ccnc(-n4nc(-c5ccccn5)c5ccccc5c4=O)c3)c2cc1OC.Cl	0
3	COc1ccc(CNc2nc(N3CC4CC4C3)ncc2C(=O)NCc2cnc(C)cn2)cc1Cl	1
3	CCOc1ccccc1-c1nc(O)c2onc(C3CCCC3)c2n1	1
3	CCCn1nc(C)c2c(=O)[nH]c(-c3ccccc3OCC)nc21	1
3	CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(CC(C)(C)C)c2[nH]1	1
3	CCOc1ccccc1-c1nc(O)c2c(C)nc(C)n2n1	1
3	C=CCCn1c(=O)n(C)c(=O)c2nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c21	1
3	CCOc1ccccc1-c1nc(O)n2c(C)nc(C3CCCC3)c2n1	1
3	CCOc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1-c1nc2c(=O)n(C)c(=O)n(Cc3ccc(OC)cc3)c2[nH]1	1
3	CCOc1ccccc1-c1nc(O)c2ncn(C3CC3)c2n1	1
3	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(C(=O)c4ccc(C(=O)NO)s4)ccc3OCC)nc12	1
